RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,ChurnProbability,ChurnProbabilityPct,RiskSegment
7670,15672357,Sochima,631,Spain,Male,38,7,0.0,2,1,0,181605.85,0,0.08692181906845985,8.69,Low Risk
7671,15711759,Wilkins,576,France,Female,29,5,108541.04,1,1,1,126469.09,0,0.18950076373885502,18.95,Low Risk
7672,15615296,Rice,405,France,Male,39,10,0.0,1,1,0,160810.85,1,0.652780562633294,65.28,High Risk
7673,15699294,Pope,555,France,Male,30,1,0.0,2,0,0,88146.86,0,0.05097963656911364,5.1,Low Risk
7674,15788634,Romani,750,Spain,Female,37,2,113817.06,1,0,0,88333.74,0,0.2886293632626832,28.86,Low Risk
7675,15660871,Ch'ang,665,France,Male,28,8,137300.23,1,1,0,90174.83,0,0.2282914756477168,22.83,Low Risk
7676,15618258,Chizuoke,640,Spain,Male,37,5,158024.38,1,1,0,81298.09,0,0.31464020494887496,31.46,Medium Risk
7677,15722535,Ireland,457,France,Female,33,7,127837.54,1,0,1,60013.17,0,0.18149653396439974,18.15,Low Risk
7678,15711977,Finch,695,France,Male,36,4,161533.0,1,1,0,100940.91,0,0.3224780040914005,32.25,Medium Risk
7679,15690169,Meng,645,France,Male,31,7,161171.7,2,1,0,12599.94,1,0.3524267715689173,35.24,Medium Risk
7680,15790689,Hibbins,647,Spain,Male,32,9,80958.36,1,1,1,128590.73,0,0.14168478992136338,14.17,Low Risk
7681,15665181,Chung,808,Spain,Male,25,7,0.0,2,0,1,23180.37,0,0.05004083618218255,5.0,Low Risk
7682,15633608,Black,641,France,Male,33,2,146193.6,2,1,1,55796.83,1,0.22418170318548164,22.42,Low Risk
7683,15805261,Balashov,700,Spain,Male,29,8,0.0,2,0,1,152097.02,0,0.03088915893960106,3.09,Low Risk
7684,15740356,Palmer,660,Germany,Male,26,4,115021.76,1,0,1,162443.05,0,0.2322803839572223,23.23,Low Risk
7685,15808223,Lea,615,Spain,Male,41,1,126773.43,1,1,1,55551.26,0,0.20613556947081552,20.61,Low Risk
7686,15769980,Singleton,705,Germany,Female,40,3,92889.91,1,1,1,109496.69,0,0.5057841727616429,50.58,Medium Risk
7687,15675450,Burt,718,France,Male,48,9,0.0,2,1,1,72105.63,0,0.18415055004211173,18.42,Low Risk
7688,15776494,Siciliano,754,France,Male,61,5,146622.35,1,1,1,41815.22,1,0.3502223141311087,35.02,Medium Risk
7689,15592412,Sun,713,Germany,Male,45,4,131038.14,1,1,0,74005.04,1,0.8702172021465642,87.02,High Risk
7690,15777452,Sauve,587,France,Female,46,6,88820.29,1,0,0,70224.34,0,0.6689635674150602,66.9,High Risk
7691,15692258,Thompson,569,Spain,Male,31,1,115406.97,1,0,0,145528.22,0,0.20097689169249974,20.1,Low Risk
7692,15791045,Boni,568,France,Female,38,3,132951.92,1,0,1,124486.28,0,0.23562013658556324,23.56,Low Risk
7693,15807889,Wood,634,Germany,Male,74,5,108891.7,1,1,0,10078.02,0,0.662785530313813,66.28,High Risk
7694,15602043,Buccho,770,Germany,Female,46,5,141788.63,2,0,0,164967.21,0,0.45766895800298246,45.77,Medium Risk
7695,15807335,Spencer,676,Spain,Female,64,4,116954.32,1,1,1,91149.48,0,0.3105497560397472,31.05,Medium Risk
7696,15629985,Eidson,723,Germany,Female,47,10,90450.0,2,0,0,103379.31,1,0.7318421310394201,73.18,High Risk
7697,15679453,Hung,614,Germany,Female,39,8,125997.22,1,1,1,128049.34,1,0.6853470577421564,68.53,High Risk
7698,15637315,Melvin,601,Spain,Female,41,3,0.0,2,1,0,54342.83,0,0.19798239311721705,19.8,Low Risk
7699,15691513,Dawkins,592,France,Male,60,9,0.0,4,1,1,13614.01,1,0.7939722133084257,79.4,High Risk
7700,15622289,Rizzo,605,Spain,Female,36,9,0.0,2,0,1,35521.63,0,0.11565382139091594,11.57,Low Risk
7701,15715184,Capon,752,Spain,Female,31,4,144637.86,2,1,0,40496.72,0,0.1766658254881853,17.67,Low Risk
7702,15702801,Ts'ao,677,France,Female,29,3,86616.35,1,0,0,91903.9,1,0.37105408252636574,37.11,Medium Risk
7703,15719931,Johnstone,850,France,Male,31,8,0.0,2,1,0,178667.7,0,0.08943256810148648,8.94,Low Risk
7704,15806081,Fleming,608,Germany,Female,48,2,127924.25,2,1,0,32202.61,0,0.6385688526715583,63.86,High Risk
7705,15796336,Chang,786,Spain,Female,34,9,0.0,2,1,0,117034.32,0,0.0700043632477983,7.0,Low Risk
7706,15647306,Gibbs,777,France,Female,29,9,131240.61,1,1,1,163746.09,1,0.32766308508164915,32.77,Medium Risk
7707,15742369,Rita,667,Spain,Male,31,5,0.0,2,1,1,20346.69,0,0.03803796687606615,3.8,Low Risk
7708,15655859,Munro,848,Spain,Male,35,5,120046.74,2,1,0,84710.65,0,0.1551377223570737,15.51,Low Risk
7709,15675650,Duncan,486,France,Female,39,8,97819.36,1,0,1,120531.31,0,0.289539059284681,28.95,Low Risk
7710,15574119,Okwuadigbo,598,Spain,Female,64,1,62979.93,1,1,1,152273.57,0,0.4074023159402141,40.74,Medium Risk
7711,15754168,McIntosh,506,France,Female,40,3,0.0,1,1,1,144345.58,0,0.5193080279084384,51.93,Medium Risk
7712,15763029,Ch'iu,612,Germany,Male,46,9,161450.03,1,1,1,96961.0,1,0.6915905166731116,69.16,High Risk
7713,15765048,Watt,545,France,Male,30,3,0.0,2,1,0,170307.43,0,0.07927526853546693,7.93,Low Risk
7714,15786215,Udinese,793,France,Male,56,8,119496.25,2,1,0,29880.99,0,0.5890824157849934,58.91,Medium Risk
7715,15707559,Clark,682,France,Female,30,9,0.0,2,1,1,195104.91,0,0.09710194783211527,9.71,Low Risk
7716,15582129,Hsia,517,France,Male,62,1,43772.66,3,1,0,187756.24,1,0.9365279334802995,93.65,High Risk
7717,15687540,Obiuto,684,France,Male,32,9,100249.41,2,0,1,67599.69,0,0.07980661283837631,7.98,Low Risk
7718,15787196,T'ien,692,Spain,Male,46,2,0.0,2,1,1,105983.09,0,0.1595898666313395,15.96,Low Risk
7719,15670898,McKenzie,740,France,Female,60,5,108028.08,2,0,0,25980.42,1,0.7475352315413751,74.75,High Risk
7720,15775433,Tang,666,Germany,Male,71,1,53013.29,2,1,1,112222.64,0,0.16855604237184366,16.86,Low Risk
7721,15700693,Tu,693,France,Male,68,2,0.0,2,1,1,59864.96,0,0.05128714614705368,5.13,Low Risk
7722,15677955,Tsui,757,Germany,Male,33,1,122088.67,1,1,0,42581.09,0,0.4810327451285593,48.1,Medium Risk
7723,15570086,Lynch,684,Germany,Male,18,9,90544.0,1,0,1,4777.23,0,0.1852534780088577,18.53,Low Risk
7724,15794875,Hung,691,Spain,Male,35,6,0.0,2,0,1,178038.17,0,0.04985504973972798,4.99,Low Risk
7725,15673591,Oluchukwu,842,France,Male,44,3,141252.18,4,0,1,128521.16,1,0.8691305051940823,86.91,High Risk
7726,15631756,Tuan,482,France,Female,35,5,147813.05,2,0,0,109029.72,0,0.2649890386836868,26.5,Low Risk
7727,15757617,Lewis,735,France,Male,55,6,134140.68,1,1,0,2267.88,0,0.7290224807564439,72.9,High Risk
7728,15612729,Chidiebere,681,France,Female,63,7,0.0,2,1,1,55054.48,0,0.11923853645223431,11.92,Low Risk
7729,15637857,Woolacott,616,France,Female,31,8,0.0,1,0,1,76456.17,0,0.22824473507352877,22.82,Low Risk
7730,15681007,Yen,850,France,Female,35,2,128548.49,4,1,0,75478.95,1,0.8439504326526441,84.4,High Risk
7731,15593622,Service,635,France,Male,43,10,122198.21,2,0,1,179144.54,0,0.2957866477399795,29.58,Low Risk
7732,15629273,Lin,638,Germany,Male,42,8,145177.84,1,1,0,193471.74,1,0.6575508687279021,65.76,High Risk
7733,15765846,Chuang,820,Spain,Female,31,2,94222.53,1,1,0,103570.8,0,0.26399652205553037,26.4,Low Risk
7734,15596013,Akhtar,694,Germany,Female,58,1,143212.22,1,0,0,102628.56,1,0.9618781282410508,96.19,High Risk
7735,15722473,Faulkner,713,France,Male,41,3,0.0,2,1,0,55772.04,0,0.08130501733904381,8.13,Low Risk
7736,15774936,Liang,543,Germany,Male,41,6,143350.41,1,1,1,192070.16,1,0.6756181429185152,67.56,High Risk
7737,15685640,Dancy,649,France,Female,41,3,130931.83,1,1,1,144808.37,0,0.4102270465567276,41.02,Medium Risk
7738,15566563,Duigan,777,France,Female,30,4,137851.31,1,1,0,5008.23,1,0.281346644079426,28.13,Low Risk
7739,15768746,McLean,561,France,Male,33,6,0.0,2,0,0,173680.39,0,0.08795017007164074,8.8,Low Risk
7740,15689952,Zuyeva,724,Spain,Male,41,5,0.0,1,0,1,115753.94,0,0.3135125952445652,31.35,Medium Risk
7741,15725906,Hankinson,665,Spain,Female,51,8,0.0,1,1,1,38928.48,1,0.6154660981571202,61.55,High Risk
7742,15634501,Wei,441,France,Male,60,1,140614.15,1,0,1,174381.23,0,0.3978172158600683,39.78,Medium Risk
7743,15571940,Afamefula,579,Spain,Male,22,3,118680.57,1,1,1,49829.8,0,0.1578143999851971,15.78,Low Risk
7744,15741643,Chiang,777,Germany,Male,35,7,122917.69,1,1,1,76169.68,0,0.45695353623061113,45.7,Medium Risk
7745,15806822,Myers,739,France,Female,36,0,0.0,2,0,0,133465.57,0,0.17293515259371364,17.29,Low Risk
7746,15701166,Chinedum,660,France,Male,40,5,131754.11,2,1,1,38761.61,0,0.15933258543688972,15.93,Low Risk
7747,15718531,Ukaegbunam,554,France,Female,35,8,0.0,2,1,1,176779.46,0,0.10706400549701234,10.71,Low Risk
7748,15628308,Akubundu,850,France,Female,24,6,0.0,2,1,1,13159.9,0,0.09197199530706497,9.2,Low Risk
7749,15585287,Sal,842,Germany,Female,35,9,119948.09,1,1,0,48217.97,1,0.7789874013911391,77.9,High Risk
7750,15781619,Stevenson,785,France,Female,38,1,0.0,1,1,0,134964.85,1,0.4961938314106778,49.62,Medium Risk
7751,15805162,Sutherland,550,France,Male,25,0,0.0,2,1,1,184221.11,0,0.0633451044871972,6.33,Low Risk
7752,15588535,Ts'ao,750,Spain,Female,39,6,0.0,2,0,0,19264.33,0,0.1486350764318089,14.86,Low Risk
7753,15775307,Sung,490,Spain,Female,38,3,97266.1,1,1,1,92797.23,0,0.21226267751060685,21.23,Low Risk
7754,15777616,Pisani,605,Germany,Male,28,10,113690.83,1,1,0,33114.24,0,0.562752414259847,56.28,Medium Risk
7755,15692291,Hs?eh,563,Spain,Female,42,6,99056.22,2,1,0,154347.95,1,0.4505993554794651,45.06,Medium Risk
7756,15680843,Sherrod,675,France,Male,34,8,0.0,2,1,1,184842.21,0,0.037711842682694,3.77,Low Risk
7757,15606232,Holloway,621,Spain,Female,36,7,116338.68,1,1,1,155743.48,0,0.24976033401510525,24.98,Low Risk
7758,15641585,Newton,850,France,Male,40,6,97339.99,1,0,1,88815.25,0,0.23089067156423085,23.09,Low Risk
7759,15684358,Kang,711,France,Male,41,3,0.0,2,1,1,193747.57,0,0.07009150652974522,7.01,Low Risk
7760,15806389,Walton,549,Germany,Female,55,1,137592.31,2,0,1,116548.02,1,0.7082174720202056,70.82,High Risk
7761,15641860,Bradley,764,Germany,Male,34,6,108760.27,2,1,0,166324.79,1,0.24522616062561758,24.52,Low Risk
7762,15814237,Watkins,627,Germany,Male,30,3,128770.88,2,1,1,40199.01,0,0.14628959820489149,14.63,Low Risk
7763,15808780,Tien,850,France,Female,34,2,0.0,2,0,0,51919.04,0,0.10902730511311096,10.9,Low Risk
7764,15767064,Davide,614,Spain,Female,36,1,44054.84,1,1,1,73329.08,0,0.39025026079182035,39.03,Medium Risk
7765,15751177,Milne,685,Germany,Female,44,2,119657.53,1,1,0,145387.05,1,0.9036138386556072,90.36,High Risk
7766,15613427,Barling,683,Germany,Female,49,7,108797.63,2,0,0,140763.18,0,0.736638798027897,73.66,High Risk
7767,15647259,Barnett,643,Spain,Male,35,2,0.0,2,0,0,67979.35,0,0.06908309935555088,6.91,Low Risk
7768,15748660,Ellis,561,Germany,Female,49,1,102025.32,1,1,0,133051.64,1,0.9471394605794271,94.71,High Risk
7769,15726695,Hsia,601,Spain,Female,20,9,122446.61,2,1,0,86791.9,0,0.23520204528570848,23.52,Low Risk
7770,15757473,Chukwujamuike,766,France,Female,27,7,158786.67,2,0,1,47579.25,0,0.11245643202967791,11.25,Low Risk
7771,15809509,Venables,699,France,Male,29,3,125689.29,1,1,1,151623.71,0,0.13615595194410213,13.62,Low Risk
7772,15715512,Hsia,850,Germany,Male,29,1,154640.41,1,1,1,164039.51,0,0.1989598195390775,19.9,Low Risk
7773,15614168,Alexander,792,Germany,Female,50,4,146710.76,1,1,0,16528.4,1,0.9355600091715637,93.56,High Risk
7774,15679818,Yuan,636,Germany,Male,67,7,136709.35,1,0,1,66753.1,1,0.4703824543279239,47.04,Medium Risk
7775,15609928,Johnston,850,Germany,Male,43,5,129305.09,2,0,1,19244.58,0,0.38836097370547057,38.84,Medium Risk
7776,15731246,Hobler,628,Spain,Male,40,10,0.0,2,1,0,103832.58,0,0.10242965137379267,10.24,Low Risk
7777,15685243,Jamieson,736,France,Female,63,10,0.0,2,0,1,502.7,0,0.24704560990338004,24.7,Low Risk
7778,15638730,Macleod,711,France,Female,21,0,82844.33,2,0,1,1408.68,0,0.18788430218111268,18.79,Low Risk
7779,15697034,Norris,583,Spain,Female,22,2,0.0,2,0,1,5985.36,0,0.12045577403446207,12.05,Low Risk
7780,15699225,Pirozzi,757,France,Male,46,0,0.0,2,1,0,37460.05,0,0.21815344395221895,21.82,Low Risk
7781,15677387,Folliero,749,Germany,Female,33,10,76692.22,1,0,1,30396.43,0,0.25833383357826484,25.83,Low Risk
7782,15759184,Russell,705,France,Male,34,7,117715.84,1,1,0,2498.67,0,0.25890262387555946,25.89,Low Risk
7783,15595991,Hsiung,585,France,Male,54,8,87105.32,1,1,1,55346.14,0,0.44775201353539973,44.78,Medium Risk
7784,15681332,Tate,437,France,Female,43,6,0.0,1,1,0,148330.97,1,0.8196108662024026,81.96,High Risk
7785,15756299,Davis,741,France,Female,64,2,69311.16,1,1,1,59237.72,0,0.3825909388212862,38.26,Medium Risk
7786,15750547,Bair,738,France,Male,26,9,0.0,2,1,1,48644.94,0,0.04576299437536442,4.58,Low Risk
7787,15566380,Drury,586,Spain,Female,33,10,66948.67,2,1,1,140759.03,0,0.1539296126987244,15.39,Low Risk
7788,15675963,Padovano,627,France,Female,57,9,0.0,2,1,1,107712.42,0,0.3106162860591504,31.06,Medium Risk
7789,15674671,Conway,551,Spain,Male,76,2,128410.71,2,1,1,181718.73,0,0.2085040597637997,20.85,Low Risk
7790,15621466,Waters,606,Germany,Male,38,3,99897.53,1,0,0,37054.65,0,0.4810657262869923,48.11,Medium Risk
7791,15607176,Kang,674,France,Male,22,3,0.0,1,1,1,173940.59,0,0.25866272775467464,25.87,Low Risk
7792,15570299,Martin,584,Germany,Female,31,6,152622.34,1,1,0,99298.8,0,0.3728654689836663,37.29,Medium Risk
7793,15613197,Ugochukwutubelum,590,France,Male,40,8,0.0,2,1,0,62933.03,0,0.10726267224046616,10.73,Low Risk
7794,15798885,Burns,585,France,Male,56,4,138227.19,2,1,1,55287.84,0,0.3999869598121867,40.0,Medium Risk
7795,15714883,Genovese,508,France,Female,25,2,111395.53,1,0,1,48197.06,0,0.1521097633049375,15.21,Low Risk
7796,15604497,Beale,458,Germany,Male,44,7,84386.57,1,1,0,178642.73,0,0.6528697563103966,65.29,High Risk
7797,15773949,Cherkasova,692,France,Female,36,3,0.0,2,1,1,8282.22,0,0.16876175708066254,16.88,Low Risk
7798,15774164,Coles,502,Germany,Male,33,5,174673.65,2,1,0,33300.56,0,0.1333061416903141,13.33,Low Risk
7799,15774127,Potter,518,France,Male,46,3,0.0,2,1,0,76515.79,0,0.2530205849503803,25.3,Low Risk
7800,15619016,McMinn,660,Germany,Male,46,5,109019.65,2,1,1,33680.56,0,0.5488013455062783,54.88,Medium Risk
7801,15795759,Bergamaschi,698,Germany,Female,52,1,107906.75,1,1,0,168886.39,1,0.9539358256689553,95.39,High Risk
7802,15798844,Chijindum,678,France,Male,54,7,128914.97,1,0,0,191746.23,1,0.8581439521723744,85.81,High Risk
7803,15717962,Ch'iu,773,Spain,Male,63,9,111179.83,1,1,1,93091.02,0,0.2758122884053235,27.58,Low Risk
7804,15691504,Yusupova,619,Germany,Female,52,8,124099.13,1,0,0,23904.52,0,0.9144418041392396,91.44,High Risk
7805,15693893,Davis,684,Germany,Male,59,9,122471.09,1,0,1,15807.07,0,0.6926888436662844,69.27,High Risk
7806,15672499,Iadanza,635,France,Male,34,3,134692.4,2,1,1,83773.02,0,0.12587377285642437,12.59,Low Risk
7807,15750410,Jordan,680,France,Female,25,4,123816.5,1,1,1,90162.35,0,0.17409062511186002,17.41,Low Risk
7808,15568904,Kruglova,608,Germany,Male,34,3,106288.54,1,1,1,36639.25,0,0.38515929102531,38.52,Medium Risk
7809,15649033,Echezonachukwu,603,Germany,Female,55,7,127723.25,2,1,0,139469.11,1,0.8863325800578997,88.63,High Risk
7810,15780989,Hajek,579,Spain,Male,43,2,145843.82,1,1,1,198402.37,1,0.5175382496852041,51.75,Medium Risk
7811,15771059,Welch,756,Germany,Female,34,2,148200.72,1,0,0,194584.48,0,0.43299512131924445,43.3,Medium Risk
7812,15687852,Vinogradoff,611,France,Male,30,2,104145.65,1,0,0,159629.64,0,0.1451693064160557,14.52,Low Risk
7813,15695280,Hung,532,Germany,Male,24,8,142755.25,1,0,0,34231.48,0,0.3957274114077134,39.57,Medium Risk
7814,15592751,Okwudiliolisa,684,Germany,Female,63,3,81245.79,1,1,0,69643.31,1,0.8941991477376975,89.42,High Risk
7815,15598338,Mays,647,Germany,Female,33,3,168560.46,2,0,0,90270.16,0,0.1299040727126989,12.99,Low Risk
7816,15735784,Gardner,583,France,Male,38,8,0.0,1,1,0,47848.56,0,0.4049925740312942,40.5,Medium Risk
7817,15629128,Mamelu,774,Germany,Male,42,2,132193.94,2,1,1,162865.52,0,0.20797706469200336,20.8,Low Risk
7818,15642870,Ross,677,France,Male,58,9,0.0,1,0,1,168650.4,0,0.5147698473052655,51.48,Medium Risk
7819,15637977,Barese,542,Germany,Male,25,8,139330.1,1,0,0,54372.37,0,0.41806885260083354,41.81,Medium Risk
7820,15600792,Swayne,613,Spain,Male,29,0,0.0,2,0,1,133897.32,0,0.07037912086054642,7.04,Low Risk
7821,15576131,Phillips,666,France,Male,40,5,0.0,2,1,0,147878.05,0,0.08404273628783585,8.4,Low Risk
7822,15686588,Manfrin,777,France,Female,28,2,134571.5,1,0,1,118313.38,0,0.14705655122145764,14.71,Low Risk
7823,15761018,Tan,581,Germany,Male,50,2,143829.2,2,1,0,181224.24,1,0.6413788566033799,64.14,High Risk
7824,15616029,Adams,705,France,Male,32,7,0.0,2,1,0,7921.57,0,0.05328142130265222,5.33,Low Risk
7825,15761149,Teng,673,France,Female,44,8,133444.97,1,0,1,5708.19,0,0.4991609980867176,49.92,Medium Risk
7826,15802758,Chinwendu,594,Germany,Female,23,4,104753.84,2,1,0,56756.52,1,0.27260665003826773,27.26,Low Risk
7827,15647838,Davison,648,Germany,Female,51,2,116574.84,1,1,0,4121.04,1,0.9283766127243102,92.84,High Risk
7828,15735968,Hsing,605,France,Male,41,10,0.0,2,0,1,97213.09,0,0.08213571074388198,8.21,Low Risk
7829,15581286,Castro,734,France,Female,40,9,176914.8,1,1,1,12799.23,0,0.3499111168157142,34.99,Medium Risk
7830,15625445,Parkin,572,France,Female,36,8,68348.18,2,0,1,50400.32,0,0.15531666361139973,15.53,Low Risk
7831,15600173,Manna,595,France,Female,33,9,0.0,2,1,1,41447.86,0,0.07299892333749963,7.3,Low Risk
7832,15635143,Fennescey,749,France,Male,42,2,56726.83,2,0,1,185543.35,0,0.12291357269072599,12.29,Low Risk
7833,15664849,Colon,573,Spain,Male,46,3,65269.23,1,0,1,189988.65,1,0.6012900458951149,60.13,High Risk
7834,15762455,Yeh,624,Spain,Male,33,6,66220.17,1,0,1,170819.01,0,0.2508564281997363,25.09,Low Risk
7835,15797165,Bergamaschi,703,France,Male,56,9,0.0,1,0,0,85547.33,1,0.8896733933870586,88.97,High Risk
7836,15788189,Matveyeva,665,France,Female,41,8,96147.55,1,1,0,137037.97,0,0.573988391138026,57.4,Medium Risk
7837,15780492,Ignatyeva,648,France,Male,42,4,0.0,2,1,0,19283.14,0,0.10630834777611675,10.63,Low Risk
7838,15678497,Lederer,850,Spain,Male,48,2,0.0,1,1,0,169425.3,1,0.8917319606132426,89.17,High Risk
7839,15588560,Nwabugwu,569,Germany,Female,32,8,145330.43,1,1,1,132038.65,0,0.33202034301482974,33.2,Medium Risk
7840,15606003,Abramowitz,566,France,Female,21,3,0.0,2,1,1,3626.47,0,0.08833569371046184,8.83,Low Risk
7841,15611756,Chapman,537,Germany,Female,47,4,124192.28,2,1,1,50881.51,0,0.6384423571032176,63.84,High Risk
7842,15789563,Fiorentino,706,Germany,Female,46,7,111288.18,1,1,1,149170.25,1,0.7862014270992251,78.62,High Risk
7843,15702416,Cecil,734,France,Male,43,7,107805.67,1,0,0,182505.68,0,0.5320234560414533,53.2,Medium Risk
7844,15766288,Ikechukwu,586,Germany,Female,36,5,103700.69,1,1,0,194072.56,1,0.6816700198614435,68.17,High Risk
7845,15667633,Allen,612,France,Female,38,1,0.0,2,1,1,9209.21,0,0.18840446307784847,18.84,Low Risk
7846,15622774,Kao,648,France,Male,34,0,0.0,1,1,1,167931.81,0,0.2618519767457177,26.19,Low Risk
7847,15755416,Hart,557,France,Female,27,3,87739.08,1,1,1,123096.56,0,0.16476626734393776,16.48,Low Risk
7848,15769915,Charlton,643,Spain,Female,20,0,133313.34,1,1,1,3965.69,0,0.20374761912141306,20.37,Low Risk
7849,15643908,Turnbull,433,France,Female,49,10,0.0,1,1,1,87711.61,0,0.6389487618171317,63.89,High Risk
7850,15627395,Manners,643,Germany,Male,41,7,154902.66,1,1,1,49667.28,0,0.4873465785486415,48.73,Medium Risk
7851,15679663,Chiazagomekpere,488,France,Female,36,0,0.0,2,1,0,136675.22,0,0.1614262936058886,16.14,Low Risk
7852,15651581,Lavrentyev,758,Germany,Male,68,6,112595.85,1,1,0,35865.44,1,0.7642905922646528,76.43,High Risk
7853,15596379,Wallace,743,Germany,Male,39,3,119695.75,1,0,1,26136.13,0,0.549540229264733,54.95,Medium Risk
7854,15746674,Miller,730,France,Female,47,7,0.0,1,1,0,33373.26,1,0.8790575565724996,87.91,High Risk
7855,15801256,Bazhenov,746,Spain,Male,49,7,0.0,2,0,1,10096.25,0,0.21807170107392418,21.81,Low Risk
7856,15663808,Ifesinachi,666,Germany,Female,59,8,152614.51,2,1,1,188782.3,0,0.4783499943007669,47.83,Medium Risk
7857,15598521,Ma,580,Germany,Female,33,7,131647.01,2,0,0,79775.19,0,0.1546401489444122,15.46,Low Risk
7858,15621457,Chu,850,France,Male,27,6,96654.72,2,0,0,152740.16,0,0.15925497889271217,15.93,Low Risk
7859,15764726,Kerr,563,France,Male,22,3,137583.04,1,0,1,5791.85,0,0.1432474567350558,14.32,Low Risk
7860,15646374,Wynne,766,Germany,Female,28,3,62717.84,2,1,1,13182.43,0,0.13825256494366198,13.83,Low Risk
7861,15716501,Moon,659,France,Male,32,9,95377.13,1,0,1,187551.24,0,0.16036978462700938,16.04,Low Risk
7862,15589948,Disher,607,Spain,Male,28,1,135936.1,2,1,1,110560.14,0,0.100979638026498,10.1,Low Risk
7863,15811343,Cattaneo,644,Germany,Male,35,5,161591.11,3,1,1,63795.62,0,0.7254231365531226,72.54,High Risk
7864,15659677,Beluchi,746,France,Male,47,8,142382.03,1,1,1,62086.62,0,0.40273402460997454,40.27,Medium Risk
7865,15594436,Mazzi,588,Spain,Male,33,2,0.0,2,1,1,12483.56,0,0.05559843703964834,5.56,Low Risk
7866,15748995,Ifeajuna,691,Spain,Male,30,9,0.0,2,0,1,10963.04,0,0.05308392073800974,5.31,Low Risk
7867,15677062,Howe,666,France,Female,38,6,127043.09,1,1,1,8247.0,0,0.33238697309521,33.24,Medium Risk
7868,15697201,Yocum,640,Spain,Female,46,3,0.0,1,1,1,156260.08,0,0.6117080696027247,61.17,High Risk
7869,15666453,Moore,611,Germany,Female,29,4,78885.88,2,1,1,26927.69,0,0.09476812891833836,9.48,Low Risk
7870,15693771,Y?an,651,Spain,Female,45,8,95922.9,1,1,0,84782.42,1,0.7522860698452333,75.23,High Risk
7871,15569867,Chinweuba,529,France,Female,29,8,0.0,2,1,0,19842.11,0,0.07473844584961845,7.47,Low Risk
7872,15711602,Lowrie,676,France,Female,36,3,91711.59,1,1,1,95393.43,0,0.24548956780616615,24.55,Low Risk
7873,15717736,Shen,639,Germany,Female,46,10,110031.09,2,1,1,133995.59,0,0.6157388269865055,61.57,High Risk
7874,15750441,Lavarack,782,France,Male,36,5,81210.72,2,0,1,108003.38,0,0.07843539146660694,7.84,Low Risk
7875,15732791,Davide,641,Germany,Male,32,5,122947.92,1,1,1,99154.86,0,0.3571898511550089,35.72,Medium Risk
7876,15775104,Gomes,697,France,Female,38,1,182065.85,1,1,0,49503.5,0,0.46745508761351584,46.75,Medium Risk
7877,15757607,Matveyeva,623,France,Male,45,0,0.0,1,1,0,196533.72,1,0.7543936583401889,75.44,High Risk
7878,15793070,Fiorentino,494,Spain,Female,41,2,69974.66,2,1,0,188426.13,1,0.5495040832859379,54.95,Medium Risk
7879,15760456,Eberechukwu,731,France,Female,38,10,123711.73,2,1,0,171340.68,1,0.46011028397558884,46.01,Medium Risk
7880,15665385,Gibney,657,France,Male,44,6,76495.04,1,1,0,79071.89,0,0.6497199963643752,64.97,High Risk
7881,15612418,Virgo,744,France,Female,38,9,0.0,2,0,0,20940.76,0,0.14268674998681297,14.27,Low Risk
7882,15727138,Kulikova,774,Spain,Male,46,9,0.0,2,1,1,34774.26,0,0.1713104357358517,17.13,Low Risk
7883,15732061,Liu,850,Germany,Female,45,1,121874.89,1,0,0,6865.41,1,0.8572991975159234,85.73,High Risk
7884,15776051,Kao,551,France,Female,45,6,0.0,2,1,1,51143.43,0,0.15687303338473202,15.69,Low Risk
7885,15616530,Foran,638,France,Male,36,6,188455.19,1,0,0,47031.4,1,0.42646656553663853,42.65,Medium Risk
7886,15632344,Jones,792,France,Female,42,0,99045.93,2,1,0,47160.01,0,0.267971833759417,26.8,Low Risk
7887,15744979,Fowler,666,France,Female,36,8,0.0,1,0,1,158666.99,0,0.30135723710696033,30.14,Medium Risk
7888,15745433,Conti,716,Germany,Female,30,2,205770.78,2,0,0,65464.66,0,0.17845040341597113,17.85,Low Risk
7889,15683657,Stephenson,594,France,Female,31,0,79340.95,1,1,0,78255.86,0,0.2621733795672715,26.22,Low Risk
7890,15718572,Willis,600,Germany,Male,57,9,138456.03,2,1,1,103548.25,0,0.3986962024712514,39.87,Medium Risk
7891,15665783,Ts'ui,565,France,Male,49,7,0.0,2,1,1,89609.26,0,0.20567882657894984,20.57,Low Risk
7892,15652782,Chibuzo,678,Germany,Male,48,2,101099.9,2,0,1,193476.04,0,0.3845329099276254,38.45,Medium Risk
7893,15707025,Fang,648,Spain,Female,31,5,0.0,2,1,1,5199.02,0,0.11645491851969664,11.65,Low Risk
7894,15647807,Wyckoff,642,France,Male,40,8,109219.83,1,1,0,52827.51,0,0.389595947735409,38.96,Medium Risk
7895,15718281,Muir,706,Germany,Male,67,1,123276.69,2,1,1,86507.88,1,0.5587906278690695,55.88,Medium Risk
7896,15660571,Halpern,668,Spain,Male,43,10,113034.31,1,1,1,100423.88,0,0.2712341617811288,27.12,Low Risk
7897,15727857,Flynn,635,Spain,Male,41,1,0.0,2,1,0,175611.5,0,0.11935689320305284,11.94,Low Risk
